lon,lat,date,ID,absorbing_aerosol_index
105.74186706542969,21.04974937438965,2023-01-01,19,-0.8096343874925036
105.74186706542969,21.04974937438965,2023-01-02,19,-0.9632006287567274
105.74186706542969,21.04974937438965,2023-01-03,19,-0.6871664524073022
105.74186706542969,21.04974937438965,2023-01-04,19,-0.009371757507316928
105.74186706542969,21.04974937438965,2023-01-05,19,-0.11897115410173305
105.74186706542969,21.04974937438965,2023-01-06,19,-0.9096674868928614
105.74186706542969,21.04974937438965,2023-01-07,19,-1.034572720526844
105.74186706542969,21.04974937438965,2023-01-08,19,-0.43661525845493676
105.74186706542969,21.04974937438965,2023-01-09,19,0.36838654810636445
105.74186706542969,21.04974937438965,2023-01-10,19,0.25516334176043687
105.74186706542969,21.04974937438965,2023-01-11,19,-0.01355716288262419
105.74186706542969,21.04974937438965,2023-01-12,19,-1.1430251047588451
105.74186706542969,21.04974937438965,2023-01-13,19,-0.272768133383161
105.74186706542969,21.04974937438965,2023-01-14,19,0.5184864401813287
105.74186706542969,21.04974937438965,2023-01-15,19,0.5065653920169704
105.74186706542969,21.04974937438965,2023-01-16,19,-0.22061212360841753
105.74186706542969,21.04974937438965,2023-01-17,19,-0.5737046003337211
105.74186706542969,21.04974937438965,2023-01-18,19,-0.6822901368135866
105.74186706542969,21.04974937438965,2023-01-19,19,0.023065231740456753
105.74186706542969,21.04974937438965,2023-01-20,19,0.3329448206937967
105.74186706542969,21.04974937438965,2023-01-21,19,-0.6148097515101417
105.74186706542969,21.04974937438965,2023-01-22,19,-0.012188911100171963
105.74186706542969,21.04974937438965,2023-01-23,19,-0.5578098297114801
105.74186706542969,21.04974937438965,2023-01-24,19,-0.8971797764587053
105.74186706542969,21.04974937438965,2023-01-25,19,0.48739167975076336
105.74186706542969,21.04974937438965,2023-01-26,19,0.20994181931002495
105.74186706542969,21.04974937438965,2023-01-27,19,-0.46918302774392817
105.74186706542969,21.04974937438965,2023-01-28,19,-0.053394213581462735
105.74186706542969,21.04974937438965,2023-01-29,19,0.3443868391633125
105.74186706542969,21.04974937438965,2023-01-30,19,1.2797883748998222
105.74186706542969,21.04974937438965,2023-01-31,19,0.08225335180753031
105.74186706542969,21.04974937438965,2023-02-01,19,-0.23446188867073892
105.74186706542969,21.04974937438965,2023-02-02,19,0.3546563386914355
105.74186706542969,21.04974937438965,2023-02-03,19,-0.6043961048121518
105.74186706542969,21.04974937438965,2023-02-04,19,0.3294140050513428
105.74186706542969,21.04974937438965,2023-02-05,19,0.22379541328476918
