lon,lat,date,ID,absorbing_aerosol_index
105.74186706542969,21.04974937438965,2020-01-01,19,-0.8362026214599609
105.74186706542969,21.04974937438965,2020-01-02,19,-1.1196810007095337
105.74186706542969,21.04974937438965,2020-01-03,19,-0.5476821660995483
105.74186706542969,21.04974937438965,2020-01-04,19,-1.9145496312015686
105.74186706542969,21.04974937438965,2020-01-05,19,-0.18121258914470673
105.74186706542969,21.04974937438965,2020-01-06,19,-1.1050245761871338
105.74186706542969,21.04974937438965,2020-01-07,19,-0.4196951389312744
105.74186706542969,21.04974937438965,2020-01-08,19,-1.2754322523182797
105.74186706542969,21.04974937438965,2020-01-09,19,-1.9443711042404175
105.74186706542969,21.04974937438965,2020-01-10,19,-0.9815896153450012
105.74186706542969,21.04974937438965,2020-01-11,19,-1.6055327653884888
105.74186706542969,21.04974937438965,2020-01-12,19,-0.6061858534812927
105.74186706542969,21.04974937438965,2020-01-13,19,0.33722206950187683
105.74186706542969,21.04974937438965,2020-01-14,19,-0.04320803528709262
105.74186706542969,21.04974937438965,2020-01-15,19,-0.7963860493833681
105.74186706542969,21.04974937438965,2020-01-16,19,-1.196761965751648
105.74186706542969,21.04974937438965,2020-01-17,19,-0.6918152570724487
105.74186706542969,21.04974937438965,2020-01-18,19,-0.09052680432796478
105.74186706542969,21.04974937438965,2020-01-19,19,0.20613727747509628
105.74186706542969,21.04974937438965,2020-01-20,19,0.045952617984219075
105.74186706542969,21.04974937438965,2020-01-21,19,-0.41487222801119583
105.74186706542969,21.04974937438965,2020-01-22,19,0.13442736864089966
105.74186706542969,21.04974937438965,2020-01-23,19,0.10386532512221884
105.74186706542969,21.04974937438965,2020-01-24,19,0.38441434502601624
105.74186706542969,21.04974937438965,2020-01-25,19,-0.2927577469773938
105.74186706542969,21.04974937438965,2020-01-26,19,-0.5484100580215454
105.74186706542969,21.04974937438965,2020-01-27,19,0.25582432746887207
105.74186706542969,21.04974937438965,2020-01-28,19,0.38355761766433716
105.74186706542969,21.04974937438965,2020-01-29,19,0.07293280959129333
105.74186706542969,21.04974937438965,2020-01-30,19,-1.5478012149010671
105.74186706542969,21.04974937438965,2020-01-31,19,-1.1734005837727295
