lon,lat,date,ID,tropospheric_NO2_column_number_density
105.36730194091797,20.927000045776367,2023-01-01,5,4.139678276258633E-5
105.36730194091797,20.927000045776367,2023-01-02,5,
105.36730194091797,20.927000045776367,2023-01-03,5,
105.36730194091797,20.927000045776367,2023-01-04,5,
105.36730194091797,20.927000045776367,2023-01-05,5,
105.36730194091797,20.927000045776367,2023-01-06,5,
105.36730194091797,20.927000045776367,2023-01-07,5,
105.36730194091797,20.927000045776367,2023-01-08,5,
105.36730194091797,20.927000045776367,2023-01-09,5,
105.36730194091797,20.927000045776367,2023-01-10,5,
105.36730194091797,20.927000045776367,2023-01-11,5,
105.36730194091797,20.927000045776367,2023-01-12,5,
105.36730194091797,20.927000045776367,2023-01-13,5,3.41858431056463E-5
105.36730194091797,20.927000045776367,2023-01-14,5,4.842635117498425E-5
105.36730194091797,20.927000045776367,2023-01-15,5,
105.36730194091797,20.927000045776367,2023-01-16,5,
105.36730194091797,20.927000045776367,2023-01-17,5,
105.36730194091797,20.927000045776367,2023-01-18,5,
105.36730194091797,20.927000045776367,2023-01-19,5,
105.36730194091797,20.927000045776367,2023-01-20,5,
105.36730194091797,20.927000045776367,2023-01-21,5,3.49939800798745E-5
105.36730194091797,20.927000045776367,2023-01-22,5,
105.36730194091797,20.927000045776367,2023-01-23,5,
105.36730194091797,20.927000045776367,2023-01-24,5,
105.36730194091797,20.927000045776367,2023-01-25,5,2.0187569393425037E-5
105.36730194091797,20.927000045776367,2023-01-26,5,
105.36730194091797,20.927000045776367,2023-01-27,5,
105.36730194091797,20.927000045776367,2023-01-28,5,3.5457560443304384E-5
105.36730194091797,20.927000045776367,2023-01-29,5,3.099711830144369E-5
105.36730194091797,20.927000045776367,2023-01-30,5,4.806306561590984E-5
105.36730194091797,20.927000045776367,2023-01-31,5,6.792228362585253E-5
105.36730194091797,20.927000045776367,2023-02-01,5,3.744315836227778E-5
105.36730194091797,20.927000045776367,2023-02-02,5,
105.36730194091797,20.927000045776367,2023-02-03,5,
105.36730194091797,20.927000045776367,2023-02-04,5,
105.36730194091797,20.927000045776367,2023-02-05,5,
105.36730194091797,20.927000045776367,2023-02-06,5,
105.36730194091797,20.927000045776367,2023-02-07,5,
105.36730194091797,20.927000045776367,2023-02-08,5,
105.36730194091797,20.927000045776367,2023-02-09,5,
105.36730194091797,20.927000045776367,2023-02-10,5,
105.36730194091797,20.927000045776367,2023-02-11,5,3.1734463846064726E-5
105.36730194091797,20.927000045776367,2023-02-12,5,6.283615948629702E-5
105.36730194091797,20.927000045776367,2023-02-13,5,5.016039262893203E-5
105.36730194091797,20.927000045776367,2023-02-14,5,
105.36730194091797,20.927000045776367,2023-02-15,5,
105.36730194091797,20.927000045776367,2023-02-16,5,
105.36730194091797,20.927000045776367,2023-02-17,5,
105.36730194091797,20.927000045776367,2023-02-18,5,
105.36730194091797,20.927000045776367,2023-02-19,5,
105.36730194091797,20.927000045776367,2023-02-20,5,
105.36730194091797,20.927000045776367,2023-02-21,5,
105.36730194091797,20.927000045776367,2023-02-22,5,
105.36730194091797,20.927000045776367,2023-02-23,5,
105.36730194091797,20.927000045776367,2023-02-24,5,
105.36730194091797,20.927000045776367,2023-02-25,5,
105.36730194091797,20.927000045776367,2023-02-26,5,3.0383006852189196E-5
105.36730194091797,20.927000045776367,2023-02-27,5,9.603908983986488E-5
105.36730194091797,20.927000045776367,2023-02-28,5,4.5098939395663296E-5
105.36730194091797,20.927000045776367,2023-03-01,5,
105.36730194091797,20.927000045776367,2023-03-02,5,
105.36730194091797,20.927000045776367,2023-03-03,5,
105.36730194091797,20.927000045776367,2023-03-04,5,
105.36730194091797,20.927000045776367,2023-03-05,5,
105.36730194091797,20.927000045776367,2023-03-06,5,
105.36730194091797,20.927000045776367,2023-03-07,5,
105.36730194091797,20.927000045776367,2023-03-08,5,
105.36730194091797,20.927000045776367,2023-03-09,5,4.821785114470693E-5
105.36730194091797,20.927000045776367,2023-03-10,5,
105.36730194091797,20.927000045776367,2023-03-11,5,
105.36730194091797,20.927000045776367,2023-03-12,5,
105.36730194091797,20.927000045776367,2023-03-13,5,
105.36730194091797,20.927000045776367,2023-03-14,5,7.195501530074266E-5
105.36730194091797,20.927000045776367,2023-03-15,5,
105.36730194091797,20.927000045776367,2023-03-16,5,5.269200616126706E-5
105.36730194091797,20.927000045776367,2023-03-17,5,
105.36730194091797,20.927000045776367,2023-03-18,5,
105.36730194091797,20.927000045776367,2023-03-19,5,
105.36730194091797,20.927000045776367,2023-03-20,5,4.772329702971348E-5
105.36730194091797,20.927000045776367,2023-03-21,5,
105.36730194091797,20.927000045776367,2023-03-22,5,1.1481392721175017E-4
105.36730194091797,20.927000045776367,2023-03-23,5,1.2024271858932921E-4
105.36730194091797,20.927000045776367,2023-03-24,5,
105.36730194091797,20.927000045776367,2023-03-25,5,
105.36730194091797,20.927000045776367,2023-03-26,5,
105.36730194091797,20.927000045776367,2023-03-27,5,
