lon,lat,date,ID,O3_column_number_density
105.85089874267578,21.021299362182617,2020-01-01,5,0.1028745099902153
105.85089874267578,21.021299362182617,2020-01-02,5,0.10404668003320694
105.85089874267578,21.021299362182617,2020-01-03,5,0.10390420258045197
105.85089874267578,21.021299362182617,2020-01-04,5,0.1025043173048786
105.85089874267578,21.021299362182617,2020-01-05,5,0.10426379489360005
105.85089874267578,21.021299362182617,2020-01-06,5,0.10299054355405393
105.85089874267578,21.021299362182617,2020-01-07,5,0.10528376677985152
105.85089874267578,21.021299362182617,2020-01-08,5,0.10579495877027512
105.85089874267578,21.021299362182617,2020-01-09,5,0.1041223406791687
105.85089874267578,21.021299362182617,2020-01-10,5,0.1025601476430893
105.85089874267578,21.021299362182617,2020-01-11,5,0.10703967605333706
105.85089874267578,21.021299362182617,2020-01-12,5,0.11435238271951675
105.85089874267578,21.021299362182617,2020-01-13,5,0.11757292598485947
105.85089874267578,21.021299362182617,2020-01-14,5,0.11471751434566764
105.85089874267578,21.021299362182617,2020-01-15,5,0.10881185723114177
105.85089874267578,21.021299362182617,2020-01-16,5,0.10615798830986023
105.85089874267578,21.021299362182617,2020-01-17,5,0.10336106639764106
105.85089874267578,21.021299362182617,2020-01-18,5,0.10354263335466385
105.85089874267578,21.021299362182617,2020-01-19,5,0.10479585081338882
105.85089874267578,21.021299362182617,2020-01-20,5,0.10460598021745682
105.85089874267578,21.021299362182617,2020-01-21,5,0.10899881133665609
105.85089874267578,21.021299362182617,2020-01-22,5,0.11021968383349752
105.85089874267578,21.021299362182617,2020-01-23,5,0.11147605627775192
105.85089874267578,21.021299362182617,2020-01-24,5,0.11536065622607992
105.85089874267578,21.021299362182617,2020-01-25,5,0.11480291754683536
105.85089874267578,21.021299362182617,2020-01-26,5,0.11690174494091916
105.85089874267578,21.021299362182617,2020-01-27,5,0.11097902804613113
105.85089874267578,21.021299362182617,2020-01-28,5,0.10756219178438187
105.85089874267578,21.021299362182617,2020-01-29,5,0.10683484314406606
105.85089874267578,21.021299362182617,2020-01-30,5,0.1052994579076767
105.85089874267578,21.021299362182617,2020-01-31,5,0.10475403365964024
105.85089874267578,21.021299362182617,2020-02-01,5,0.10828637496327548
105.85089874267578,21.021299362182617,2020-02-02,5,0.10735251754522324
105.85089874267578,21.021299362182617,2020-02-03,5,0.10985734631220122
105.85089874267578,21.021299362182617,2020-02-04,5,0.10843476309237807
105.85089874267578,21.021299362182617,2020-02-05,5,0.10914326175178662
105.85089874267578,21.021299362182617,2020-02-06,5,0.11363109946250916
105.85089874267578,21.021299362182617,2020-02-07,5,0.1155175194144249
105.85089874267578,21.021299362182617,2020-02-08,5,0.11333683133125305
105.85089874267578,21.021299362182617,2020-02-09,5,0.11179774386048595
105.85089874267578,21.021299362182617,2020-02-10,5,0.1110919937491417
105.85089874267578,21.021299362182617,2020-02-11,5,0.1147351861000061
105.85089874267578,21.021299362182617,2020-02-12,5,0.11184101879741104
105.85089874267578,21.021299362182617,2020-02-13,5,0.11830737441778183
105.85089874267578,21.021299362182617,2020-02-14,5,0.11260464787483215
105.85089874267578,21.021299362182617,2020-02-15,5,0.11111222207546234
105.85089874267578,21.021299362182617,2020-02-16,5,0.11059073795442956
105.85089874267578,21.021299362182617,2020-02-17,5,0.11168684900854763
105.85089874267578,21.021299362182617,2020-02-18,5,0.11285381764173508
105.85089874267578,21.021299362182617,2020-02-19,5,0.11777452379465103
105.85089874267578,21.021299362182617,2020-02-20,5,0.11668810248374939
105.85089874267578,21.021299362182617,2020-02-21,5,0.1151779294013977
105.85089874267578,21.021299362182617,2020-02-22,5,0.11737814545631409
105.85089874267578,21.021299362182617,2020-02-23,5,0.11426976323127747
105.85089874267578,21.021299362182617,2020-02-24,5,0.1181681901216507
105.85089874267578,21.021299362182617,2020-02-25,5,0.11622513085603714
105.85089874267578,21.021299362182617,2020-02-26,5,0.11367145925760269
105.85089874267578,21.021299362182617,2020-02-27,5,0.11680985242128372
105.85089874267578,21.021299362182617,2020-02-28,5,0.11811509539460484
105.85089874267578,21.021299362182617,2020-02-29,5,0.1201281026005745
105.85089874267578,21.021299362182617,2020-03-01,5,0.12166650593280792
105.85089874267578,21.021299362182617,2020-03-02,5,0.12059867379582638
105.85089874267578,21.021299362182617,2020-03-03,5,0.12323644471748801
105.85089874267578,21.021299362182617,2020-03-04,5,0.12248469889163971
105.85089874267578,21.021299362182617,2020-03-05,5,0.11831659823656082
105.85089874267578,21.021299362182617,2020-03-06,5,0.11690729111433029
105.85089874267578,21.021299362182617,2020-03-07,5,0.11559630185365677
105.85089874267578,21.021299362182617,2020-03-08,5,0.11645529419183731
105.85089874267578,21.021299362182617,2020-03-09,5,0.11354455351829529
105.85089874267578,21.021299362182617,2020-03-10,5,0.11073997616767883
105.85089874267578,21.021299362182617,2020-03-11,5,0.11608228832483292
105.85089874267578,21.021299362182617,2020-03-12,5,0.12066080421209335
105.85089874267578,21.021299362182617,2020-03-13,5,0.11230115592479706
105.85089874267578,21.021299362182617,2020-03-14,5,0.112129999614545
105.85089874267578,21.021299362182617,2020-03-15,5,0.11289144307374954
105.85089874267578,21.021299362182617,2020-03-16,5,0.11845750361680984
105.85089874267578,21.021299362182617,2020-03-17,5,0.1269809139832243
105.85089874267578,21.021299362182617,2020-03-18,5,0.12412902494291654
105.85089874267578,21.021299362182617,2020-03-19,5,0.1224488690495491
105.85089874267578,21.021299362182617,2020-03-20,5,0.12060343474149704
105.85089874267578,21.021299362182617,2020-03-21,5,0.11845726519823074
