lon,lat,date,ID,O3_column_number_density
105.85089874267578,21.021299362182617,2021-01-01,5,0.10729344189158675
105.85089874267578,21.021299362182617,2021-01-02,5,0.10719721764317755
105.85089874267578,21.021299362182617,2021-01-03,5,0.11095249652853917
105.85089874267578,21.021299362182617,2021-01-04,5,0.10989525621983487
105.85089874267578,21.021299362182617,2021-01-05,5,0.10806621745007086
105.85089874267578,21.021299362182617,2021-01-06,5,0.1113462001084415
105.85089874267578,21.021299362182617,2021-01-07,5,0.11206068843594415
105.85089874267578,21.021299362182617,2021-01-08,5,0.11534562367921034
105.85089874267578,21.021299362182617,2021-01-09,5,0.11590092629185242
105.85089874267578,21.021299362182617,2021-01-10,5,0.11286885291329185
105.85089874267578,21.021299362182617,2021-01-11,5,0.11135326325884738
105.85089874267578,21.021299362182617,2021-01-12,5,0.112368073213267
105.85089874267578,21.021299362182617,2021-01-13,5,0.11228146404019203
105.85089874267578,21.021299362182617,2021-01-14,5,0.1140022948383398
105.85089874267578,21.021299362182617,2021-01-15,5,0.11237741473644013
105.85089874267578,21.021299362182617,2021-01-16,5,0.11303611844769267
105.85089874267578,21.021299362182617,2021-01-17,5,0.1106398329137895
105.85089874267578,21.021299362182617,2021-01-18,5,0.10981265574285978
105.85089874267578,21.021299362182617,2021-01-19,5,0.11132249182485414
105.85089874267578,21.021299362182617,2021-01-20,5,0.10981108993283312
105.85089874267578,21.021299362182617,2021-01-21,5,0.1092977577678704
105.85089874267578,21.021299362182617,2021-01-22,5,0.10852631771252896
105.85089874267578,21.021299362182617,2021-01-23,5,0.1085883677004923
105.85089874267578,21.021299362182617,2021-01-24,5,0.10441994667045099
105.85089874267578,21.021299362182617,2021-01-25,5,0.10290476679793935
105.85089874267578,21.021299362182617,2021-01-26,5,0.10282587910307675
105.85089874267578,21.021299362182617,2021-01-27,5,0.10204698145381617
105.85089874267578,21.021299362182617,2021-01-28,5,0.09949715836624191
105.85089874267578,21.021299362182617,2021-01-29,5,0.10033232718698325
105.85089874267578,21.021299362182617,2021-01-30,5,0.09971340000621667
105.85089874267578,21.021299362182617,2021-01-31,5,0.10350400209418827
105.85089874267578,21.021299362182617,2021-02-01,5,0.10802724395803924
105.85089874267578,21.021299362182617,2021-02-02,5,0.11176574705931792
105.85089874267578,21.021299362182617,2021-02-03,5,0.11233968187864499
105.85089874267578,21.021299362182617,2021-02-04,5,0.11259529843008384
105.85089874267578,21.021299362182617,2021-02-05,5,0.11436710506668729
105.85089874267578,21.021299362182617,2021-02-06,5,0.11356966197481856
105.85089874267578,21.021299362182617,2021-02-07,5,0.11528473222667882
105.85089874267578,21.021299362182617,2021-02-08,5,0.12158092179980025
