lat,lon,SQRT_SEA_DEM_LAT,WSPD,WDIR,TMP,TX,TN,TP,RH,PRES2M,NDVI,CO,HCHO,NO2,SO2,CLOUD,O3,AAI,Actual_Label
21.04975,105.74187,5.922647,2.144145,227.76451,34.187508,40.150017,29.450006,0.0625,48.737503,99923.7,0.4266129,0.030056285,0.00079948787,5.3481745e-05,5.5583667e-05,0.32406455,0.12546587,-1.1018918,4
21.156076,106.22231,4.7100043,0.40097147,106.85321,26.737505,30.749994,23.749994,17.75,82.025,100912.94,0.1370761,0.03689076,6.262371e-05,7.352992e-05,2.023164e-05,0.5705972,0.12998201,-1.5337771,2
21.035398,106.10258,5.765338,3.7478619,152.27261,25.937506,29.85,22.950006,1.5625,81.0625,100910.86,0.016026784,0.07119169,0.00014616842,6.4639105e-05,-1.7233848e-05,0.6374258,0.12578513,-0.45649076,2
21.33847,105.3673,5.228505,1.9477205,115.11356,21.008757,22.100006,20.140018,12.24375,86.37625,100782.95,0.0040554446,0.051672578,0.00014909916,6.969744e-05,-6.826129e-05,1.0,0.1285375,-0.5570374,2
21.152746,106.111374,5.5352697,2.0359192,131.00546,27.890003,31.820002,25.060013,2.79375,82.333755,100536.6,0.050056983,0.03466595,0.00015623694,5.4884462e-05,-1.2178705e-05,0.4313726,0.118182644,-1.0725511,0
21.089142,105.99031,5.6517334,3.1311042,151.24533,30.72125,35.950005,26.749994,0.0625,69.55,100559.29,0.32638413,0.030787753,0.000109408364,8.083846e-05,-1.2212404e-05,0.37963995,0.12554063,-1.6476883,4
21.123247,106.28833,5.527568,1.8253253,46.19783,26.112505,29.85,24.200006,29.46875,86.875,100986.875,-0.012517556,0.03237284,0.00034072626,9.425255e-05,-4.183193e-05,1.0,0.12175997,-1.0610017,2
21.037727,106.146805,5.693217,7.0213466,1.1221008,19.10375,19.950006,18.439997,1.6875,75.6125,101515.5,0.016110234,0.04177839,7.38689e-05,5.2606523e-05,4.110172e-05,1.0,0.11379902,-1.6742003,2
21.037727,106.146805,5.693217,1.5984415,127.757095,28.4625,33.249992,24.85,6.0625,76.125,100761.45,0.30413765,0.029509576,0.00021890781,4.8059388e-05,0.00011208084,0.0,0.12639436,-0.8285163,2
21.024347,106.01729,4.988467,1.807464,149.5867,28.412512,33.450005,24.950006,0.0,73.5375,100745.12,0.36581007,0.033115868,0.00019547461,7.21537e-05,-0.00014647111,0.36653575,0.12662496,-1.471085,2
20.9774,106.4308,4.5892034,2.1479945,108.666916,26.521246,28.61999,25.35,5.125,85.3375,100585.94,0.051190265,0.040218197,5.1461662e-05,6.522241e-05,-0.00019518152,0.8207052,0.11573033,-2.622875,2
21.024347,106.01729,4.988467,3.946582,143.5003,24.70875,29.450006,22.150019,0.125,78.9625,100932.336,0.050960056,0.06727795,0.0001688477,9.6459815e-05,4.1592117e-05,1.0,0.1080916,1.0916238,0
21.04975,105.74187,5.922647,2.7442832,147.08444,22.176249,25.11999,20.299982,0.1875,78.0125,102025.33,0.01603509,0.042297773,0.0001153651,8.187902e-05,-0.00034467358,0.7053959,0.10348817,-1.119681,3
21.127575,105.95083,5.7695165,2.9980173,141.31218,28.397505,33.05001,25.200006,1.09375,83.06875,100225.06,0.015909504,0.044549707,0.00037882174,4.9150705e-05,-6.28608e-05,0.0,0.13216235,-2.12047,2
20.927,106.314,4.784339,4.405157,11.772278,23.91625,28.170008,20.529993,0.0,68.2875,101411.73,0.06500045,0.0381427,1.2773685e-05,3.1749183e-05,-0.00035489965,0.0,0.122752324,-1.7373809,0
21.119446,105.9896,5.4651723,4.370102,137.17715,27.555006,31.249994,25.110016,1.5375,85.12125,100472.6,0.12125886,0.062164124,0.00014254617,5.9178376e-05,-5.2299107e-05,0.99999124,0.13409162,-0.038257655,0
21.089142,105.99031,5.6517334,2.23328,100.44827,16.906244,18.570002,15.429987,0.375,82.65,101782.6,0.004695805,0.05742885,0.00016688036,8.764026e-05,4.486656e-05,1.0,0.108716406,-0.55635285,3
21.18734,106.074295,5.0149364,1.5758023,101.113846,18.675005,23.450006,15.629999,0.0,58.45,101855.6,0.076153554,0.08268358,0.000100326215,8.491589e-05,-0.00028436058,0.18905494,0.12262582,-0.6882773,3
21.127575,105.95083,5.7695165,4.824488,24.0522,16.281244,20.419992,13.269999,0.0,51.53125,102133.586,0.42923033,0.05023912,0.00013812608,7.42428e-05,1.3029755e-06,0.7058499,0.12344635,0.022468269,4
21.037727,106.146805,5.693217,2.5823252,118.41345,29.100008,32.05001,27.35,7.0625,82.725,100105.15,0.009718292,0.032631747,0.00014752819,4.27395e-05,-8.837134e-05,0.97486746,0.12565878,0.12721995,2
21.119446,105.9896,5.4651723,2.227268,173.90894,31.99875,39.129993,28.259995,0.96875,61.12625,99889.78,0.19056898,0.027207106,0.00014332168,5.1688505e-05,-0.0004468182,0.99546313,0.12205194,-1.0506182,0
21.127739,105.88954,5.4764967,3.3110347,196.4204,20.955431,21.744001,20.61149,1.2375,82.444374,101664.56,0.0034517315,0.048298944,0.0001098225,5.542446e-05,3.510991e-05,1.0,0.11273944,-0.8793968,0
21.200344,105.94855,6.696101,1.9610783,136.44629,24.047495,28.88,20.749994,0.75,75.012505,101657.64,0.40982887,0.04147923,0.00014904475,3.820879e-05,-0.000696901,0.43252578,0.1112511,-1.6392658,4
21.200344,105.94855,6.696101,1.6554497,2.5966797,21.366247,25.499994,18.390009,0.375,60.4375,101360.734,0.021759836,0.04755031,0.0001322183,7.6922566e-05,4.814265e-05,1.0,0.11473315,-0.49301603,4
21.037727,106.146805,5.693217,1.3626491,130.08821,19.729998,24.63,16.420008,0.0,69.275,101505.766,0.16151203,0.0564638,5.2260246e-05,3.9649567e-05,-0.00016776276,0.0,0.12023268,-2.1502082,2
21.123247,106.28833,5.527568,1.7383342,118.95544,17.041246,20.620005,14.070002,0.0,69.45,101979.83,0.030097306,0.08336729,0.00028542167,0.00012157171,-1.8404571e-05,1.0,0.11016068,-0.35933673,4
21.037727,106.146805,5.693217,3.0680485,138.91508,30.525003,35.650017,27.35,1.75,71.9125,100039.836,0.29692307,0.027206544,0.00039784127,0.0001065632,0.00033595413,0.22191712,0.12539303,-2.1587036,2
21.163853,105.92356,6.0008135,1.7642938,56.35498,22.787504,24.950006,21.050013,35.3125,87.2875,101174.34,0.091218136,0.04580628,0.00022862387,4.9055878e-05,-6.610068e-05,1.0,0.13186544,-0.7540517,2
21.151808,106.15188,5.995299,2.1499162,142.41719,26.950003,30.450006,24.749994,4.8125,84.7625,100765.305,0.02469575,0.025330935,0.000120320474,7.278095e-05,0.00043153876,0.7247358,0.12528594,-0.30963862,2
21.04975,105.74187,5.922647,1.0725466,270.5342,29.787508,34.650017,26.450006,1.3125,72.025,99948.52,0.2855615,0.03640586,0.00039808426,3.309971e-05,-0.0003282444,0.17744617,0.12822738,0.21307014,2
21.33847,105.3673,5.228505,2.2059088,118.57254,24.8175,28.015,21.968006,0.13125,80.83625,100490.06,0.17939518,0.039130993,5.111608e-05,7.021787e-05,5.291613e-06,0.44092652,0.11095457,-0.8194522,2
21.33847,105.3673,5.228505,1.1609557,237.96916,32.747505,39.160015,27.9,0.0,58.6575,99393.74,0.39570248,0.041292522,0.00021885092,3.5327448e-05,-0.0002650053,0.22064863,0.123157255,-1.6642824,2
21.156076,106.22231,4.7100043,1.6037967,33.974915,27.825003,31.950006,24.550013,24.875,80.675,100733.0,0.0028283326,0.04113014,0.0001997037,5.9929393e-05,1.7828275e-05,1.0,0.1258062,-0.46883148,4
21.01525,105.80013,4.3072305,0.74066794,166.4328,29.787508,35.85,26.050013,5.25,75.875,100450.25,0.24988148,0.025748305,0.00017753747,9.5724856e-05,5.6145895e-05,0.43826318,0.12479392,-0.49476206,2
21.163853,105.92356,6.0008135,2.4223862,2.5434875,22.912497,28.219995,18.670008,0.0,54.675003,101264.35,0.6506211,0.038527578,2.8793756e-06,3.4086937e-05,0.00016074098,0.0,0.11307059,-2.1512063,3
21.119446,105.9896,5.4651723,2.950921,143.18828,28.085003,31.4,24.960007,17.375,79.372505,100721.99,0.048455574,0.030058837,0.00012770128,5.023052e-05,-0.00011605804,0.9263748,0.12402307,-0.30771646,0
21.33847,105.3673,5.228505,0.50366026,63.811314,28.941257,34.070007,24.749994,4.76875,76.62375,99933.59,0.21472529,0.03606503,0.00039878895,5.6246387e-05,-0.00012629897,0.0,0.12646554,-0.2686008,0
21.024347,106.01729,4.988467,3.1850574,127.66594,26.347502,30.32998,23.050013,2.625,78.512505,101033.414,0.05775457,0.050528046,0.00014229238,7.493789e-05,-6.4300257e-06,1.0,0.11906342,-0.32220194,2
21.089142,105.99031,5.6517334,3.4762137,132.1434,25.187506,29.050013,23.150019,1.75,86.575,100834.06,0.038219176,0.05353783,0.00016161129,6.8295754e-05,-0.00011717707,1.0,0.12873928,0.000112511945,2
21.04975,105.74187,5.922647,0.18955539,221.257,29.887506,36.05001,25.35,7.125,72.8,100410.31,0.054521523,0.034381084,0.00016838303,6.700277e-05,-1.6135891e-05,0.5373896,0.12575282,-1.7011566,4
21.127739,105.88954,5.4764967,1.9504191,149.28055,29.365633,35.06501,25.445005,6.71875,78.16625,100454.016,0.47917673,0.03432576,4.050922e-05,5.943773e-05,-0.00018131932,0.39690682,0.12476418,-1.1048685,2
21.083204,106.280785,5.4414167,3.7307959,128.64783,30.43751,34.450005,28.450006,4.25,69.6875,100273.5,-0.020775028,0.0329052,0.0001151907,5.3861768e-05,-0.00036084378,1.0,0.12428581,-1.4797648,2
21.083204,106.280785,5.4414167,4.85058,5.886902,19.682508,23.650019,17.719995,5.625,67.6625,101788.49,-0.012559403,0.05212654,0.00013068257,7.077909e-05,-4.051591e-05,0.96467394,0.1254872,-0.63028,2
21.04975,105.74187,5.922647,3.8503644,150.08902,31.887506,38.650017,27.749994,0.1875,69.1625,100107.08,0.08306866,0.031373307,3.7557274e-05,5.7489622e-05,-2.3493118e-05,0.59522444,0.123950854,-2.6211317,2
21.123247,106.28833,5.527568,3.7295582,15.52919,18.657497,22.434992,15.820002,0.0,51.4625,102141.234,0.28842276,0.048443887,0.00024002971,4.6942903e-05,-0.00015282597,0.0,0.11331936,-1.900106,2
21.119446,105.9896,5.4651723,3.484349,139.94957,23.44187,26.661,21.185987,0.70625,87.65875,100822.09,0.040991846,0.06554995,0.00020610509,8.919251e-05,-6.149609e-05,1.0,0.11880996,1.3845916,2
21.33847,105.3673,5.228505,2.0429702,89.89055,31.395006,36.91,27.610014,1.36875,70.53,99657.23,0.082143754,0.043217912,0.0001841534,5.9085607e-05,3.0026886e-05,0.3598984,0.12509568,-1.7902763,2
21.163853,105.92356,6.0008135,3.3099532,141.03944,30.450003,36.150017,26.249994,0.125,73.8625,100305.49,0.09540788,0.03850601,0.00017032404,6.788343e-05,-2.6351918e-06,0.678165,0.12464745,-1.2458966,4
21.01525,105.80013,4.3072305,2.9437766,142.88681,16.806242,23.010004,12.209986,0.0,54.737503,101653.836,0.26704547,0.058230795,0.0003745748,0.00024515734,-0.0005562161,0.8898551,0.11167892,-1.1968867,3
21.151808,106.15188,5.995299,4.6868315,144.61865,28.933748,35.55001,24.959986,2.375,78.0375,100334.266,0.064603776,0.04467834,0.00034582595,3.659773e-05,-0.0003928218,0.103294946,0.123143785,-2.3791375,2
21.152746,106.111374,5.5352697,3.0762234,129.81793,27.04375,30.719995,25.133991,13.86875,89.08625,100605.98,0.03800765,0.03466595,0.00015623694,4.6464836e-05,6.6513785e-05,0.99005014,0.11952345,-1.4603721,0
21.152746,106.111374,5.5352697,3.3774512,24.219852,22.349619,28.043982,17.228992,0.0,44.7425,101610.03,0.303298,0.04277916,5.3215244e-05,7.5197495e-05,0.00029815512,0.2769032,0.1100833,-2.5289738,2
21.33847,105.3673,5.228505,1.4063729,310.70563,25.790007,27.480001,24.590012,24.3125,92.420006,99590.664,0.07007992,0.034838717,0.00029696032,5.539681e-05,-0.00019835225,0.5040935,0.13113385,-0.3386313,0
21.18734,106.074295,5.0149364,2.7747083,99.07193,21.641241,24.070002,18.999994,0.6875,80.2125,101245.85,0.246441,0.0426302,4.7417703e-05,7.602235e-05,4.7295347e-05,0.38715667,0.10073905,-1.3683141,4
21.200344,105.94855,6.696101,4.019897,130.3462,23.38624,25.60998,21.989985,1.8125,85.512505,101190.44,0.019259492,0.06796096,0.00018007621,7.067743e-05,6.650042e-05,0.99986774,0.12200797,1.4997969,2
21.152746,106.111374,5.5352697,1.7679383,86.2602,28.2675,32.58998,25.530012,0.63125,78.770004,100601.33,0.18500414,0.039594628,0.00017059232,2.8029453e-05,0.00068623864,0.8149219,0.120045505,-1.859866,0
21.127739,105.88954,5.4764967,4.3187914,132.15681,26.846256,29.420015,24.855001,7.0,86.61,100703.07,0.035057716,0.04791826,0.00013032547,5.648845e-05,-0.00013283576,0.9996047,0.13299213,0.33203268,4
21.200344,105.94855,6.696101,3.4802444,143.80922,31.636255,37.749992,27.650019,0.5,60.3375,100139.31,0.35117495,0.037827317,0.00030199374,5.39479e-05,0.00042942446,0.1513964,0.12846193,-2.3454928,2
21.024347,106.01729,4.988467,3.5634615,151.82584,24.925009,29.85,21.85,2.875,81.1375,101387.1,0.08560358,0.05373849,0.00014072513,6.314362e-05,-1.7206628e-05,1.0,0.12369198,0.83926713,2
21.18734,106.074295,5.0149364,2.7645483,133.09453,23.631243,27.769983,20.999994,1.25,78.387505,101564.58,0.1600747,0.049269397,-5.9757117e-06,5.3319527e-05,-0.00036181658,1.0,0.11198967,-0.5787233,2
21.01525,105.80013,4.3072305,2.1363585,139.36598,18.469992,22.809992,14.309992,0.0,68.5125,101364.336,0.008001103,0.06496645,9.329637e-06,0.00014173756,0.000114522394,1.0,0.11277745,-0.3391801,3
21.151808,106.15188,5.995299,1.3624684,76.30798,27.987505,32.249992,24.85,2.875,78.2625,100785.586,0.38308215,0.030317,0.000287644,5.182331e-05,2.9265939e-05,0.0,0.12399011,-0.85596114,2
21.123247,106.28833,5.527568,5.0051785,14.737991,24.13187,29.025003,20.814997,0.0,54.09375,101759.25,0.3414352,0.04722318,0.000259255,4.55604e-05,4.9043978e-05,0.0,0.11131867,-1.9831384,4
20.9774,106.4308,4.5892034,1.4840169,121.70868,28.525007,32.150017,25.650019,6.25,79.8625,100648.08,-0.02877472,0.03386974,0.00016521059,9.198723e-05,5.228638e-06,1.0,0.12271407,-1.200519,0
21.163853,105.92356,6.0008135,6.861362,24.141602,23.087492,24.86999,21.36999,2.8125,70.5625,101384.86,0.0015667519,0.038375426,0.00013701274,6.295402e-05,2.6093205e-05,1.0,0.11150288,-0.8368508,2
21.127575,105.95083,5.7695165,1.8374194,158.75533,30.669382,37.15,25.50001,0.125,68.7375,100541.73,0.14567706,0.040366895,0.00052327523,6.403262e-05,0.00025485348,0.15916868,0.12500371,-1.0788838,4
21.163853,105.92356,6.0008135,1.1634251,59.384644,19.597498,20.60998,18.529993,0.5,64.875,101610.96,0.012820512,0.06405717,5.1746094e-05,6.0101313e-05,-5.253842e-05,1.0,0.11726098,-0.07716514,4
21.113745,105.926895,5.2229247,1.4568328,8.847742,22.389883,25.010015,20.611017,0.7,84.54,101177.12,0.029696733,0.053421356,0.00019268093,7.097894e-05,-5.4007516e-05,0.99976146,0.12142109,-1.5621536,2
21.024347,106.01729,4.988467,1.7019442,31.331818,21.896246,25.559992,19.890009,0.0,60.725002,101616.87,0.047497954,0.046245307,4.178928e-06,8.9431305e-05,0.00015216504,0.6927449,0.11752213,-1.9884036,3
21.089142,105.99031,5.6517334,1.6760281,29.93039,18.033747,22.969995,13.35998,0.0,40.5625,102116.266,0.36051026,0.03997899,0.0004035157,0.000105670064,0.0002628086,0.0,0.117585294,-0.28862256,4
21.113745,105.926895,5.2229247,4.086726,142.05202,26.38625,30.199995,24.450006,0.4875,81.925,100508.34,0.067725286,0.054079156,0.00015317462,8.0847676e-05,-7.5247954e-08,0.8182239,0.11903757,3.370841,2
21.123247,106.28833,5.527568,0.9967734,105.02582,27.00062,30.350016,24.899988,3.59375,79.89375,100877.19,0.27272728,0.051223166,0.00030105215,5.889338e-05,-0.00014875548,0.8710274,0.12794511,-0.89519906,2
21.023533,105.85394,4.8650875,1.8994908,37.78238,16.487497,17.61999,15.290003,0.0,62.112503,102357.95,0.015569312,0.044923306,0.0002158898,7.022184e-05,0.0007253523,0.3123212,0.11120734,-1.8381326,2
21.152746,106.111374,5.5352697,1.0755639,77.35942,20.373493,24.729994,16.837997,0.0,60.635002,101509.38,0.2640475,0.057669345,0.00026074302,0.00025087275,0.00020207268,0.53402424,0.10579983,-1.996238,3
21.089142,105.99031,5.6517334,1.7459462,42.911102,15.842497,17.420008,14.390009,1.125,77.75,101706.35,0.018472757,0.05439881,0.00014817246,8.516738e-05,9.582774e-05,1.0,0.10887866,-0.38456032,2
20.9774,106.4308,4.5892034,3.2518268,1.0792847,28.112509,30.950006,27.050013,6.9375,82.4375,99584.766,0.013719512,0.024047857,6.718387e-05,1.6748256e-05,-7.0617374e-05,0.9116636,0.120099634,-2.3605325,0
21.01525,105.80013,4.3072305,2.8216355,145.48625,28.300005,32.650017,25.35,1.5,80.95,100664.2,0.01575649,0.032521192,3.5489924e-05,8.614948e-05,-2.4308774e-05,0.42228368,0.1252693,0.2837958,2
21.200344,105.94855,6.696101,2.9198577,137.20326,29.175009,33.249992,25.550013,1.25,75.2375,100591.75,0.06401605,0.040365156,3.785585e-05,5.8912177e-05,-0.00019970373,0.44584012,0.12698935,-1.6978295,2
21.200344,105.94855,6.696101,0.2953176,103.21275,26.462503,30.550013,23.249994,21.75,82.950005,100989.54,0.2949567,0.03414621,0.000373398,5.243731e-05,1.9958235e-05,0.23955286,0.12664282,-1.2623913,2
21.037727,106.146805,5.693217,4.786638,181.99042,33.69,39.749992,30.050013,0.4375,54.787502,100061.49,0.3017185,0.029247573,0.0002875572,6.363606e-05,-0.00018882504,0.0,0.12732135,-1.3944384,2
21.200344,105.94855,6.696101,4.1557446,133.46436,23.33249,26.820002,21.11999,3.1875,85.525,100895.56,0.028977659,0.055800065,0.00014394226,7.559548e-05,-2.7103317e-05,0.8228107,0.11866192,0.48692185,1
21.18734,106.074295,5.0149364,4.168867,142.7006,32.059998,38.150017,28.36999,0.0,64.262505,100062.62,0.083024666,0.033202093,0.00038473654,4.3596792e-05,9.62307e-05,0.39402878,0.123727396,-1.6779599,2
21.024347,106.01729,4.988467,0.6490341,26.170258,21.912493,22.459986,21.540003,0.125,78.9875,101427.73,0.005168441,0.040767074,0.00010458855,6.577261e-05,0.00014667328,1.0,0.11711445,-0.83746696,4
21.156076,106.22231,4.7100043,4.5425315,357.30292,20.961256,21.749994,20.550013,10.3125,91.225006,100879.22,0.0030357603,0.04557733,0.00012847132,6.355939e-05,2.180546e-05,1.0,0.12045458,-1.4059675,0
21.152746,106.111374,5.5352697,4.2485757,142.09578,31.976498,38.000015,28.30699,0.13125,64.817505,100058.336,0.08681962,0.033652604,0.00023450851,4.3583786e-05,9.62307e-05,0.36601952,0.124675296,-1.776431,0
21.163853,105.92356,6.0008135,4.396718,23.810333,24.3925,29.529993,20.63,0.0,64.5375,101374.92,0.15378763,0.03661833,0.00012564246,1.8116018e-05,6.1710474e-05,0.36660072,0.12053748,-1.526,2
21.024347,106.01729,4.988467,0.85949284,190.9831,30.787504,33.650017,28.150019,0.375,68.1,100108.85,-0.016856441,0.033794716,0.0002511145,6.076933e-05,-5.7374502e-05,1.0,0.12438359,-0.5157637,0
21.113745,105.926895,5.2229247,4.976991,18.067623,15.087623,18.480993,12.864002,0.34375,56.436253,102417.99,-0.005366322,0.058313295,0.0001344812,0.00010680863,8.051282e-05,1.0,0.10943919,-0.46890315,3
21.01525,105.80013,4.3072305,0.8257506,288.35266,29.387506,34.650017,25.35,0.1875,67.1875,100419.27,0.21369243,0.037069075,0.00015865258,5.5378223e-05,5.130428e-07,0.12400643,0.12469338,0.5573719,2
21.123247,106.28833,5.527568,2.598668,134.29926,22.729366,27.005,20.239985,1.5625,83.325005,100953.08,0.013052135,0.042972434,0.0001092282,9.449893e-05,-3.3269982e-05,0.59598607,0.10441715,-0.55726326,3
21.127739,105.88954,5.4764967,2.5785303,138.5441,29.46438,33.755,26.61,6.234375,76.77563,99974.61,0.06828069,0.037227247,0.00019298779,4.0434275e-05,-0.00044946867,0.14311878,0.123724736,-2.045038,2
21.037727,106.146805,5.693217,3.4728484,137.61118,23.964998,26.820002,22.35,1.125,88.7125,100745.92,0.047643945,0.062367257,0.00018313681,6.9347596e-05,-2.4770656e-05,0.96872884,0.11194581,1.8823054,0
21.127575,105.95083,5.7695165,0.9521744,87.65753,19.01687,22.040003,16.404993,0.0,79.693756,101421.91,0.0054165237,0.048532043,0.00031467938,7.303189e-05,0.0001017434,0.68195707,0.10859972,-2.3444521,3
21.089142,105.99031,5.6517334,4.760873,154.06064,31.800005,36.650017,29.150019,5.375,66.7875,100347.016,0.18631977,0.03684727,0.00017466153,6.291062e-05,2.6609014e-05,1.0,0.122489825,-1.5040734,4
21.01525,105.80013,4.3072305,0.94555706,20.830872,22.238756,26.650019,18.150019,0.0,64.8,101567.97,0.35228252,0.048277743,0.00013180045,8.439444e-05,0.000116679716,0.5187737,0.12528999,-0.20205277,3
21.113745,105.926895,5.2229247,4.201159,134.19781,23.900621,26.743986,22.433004,0.18125,76.9925,101210.28,0.011409764,0.05424811,0.0003393659,6.387093e-05,0.00019341109,0.72476226,0.120548755,0.24678789,2
21.035398,106.10258,5.765338,1.6972598,126.67578,20.566244,23.6,19.219995,0.3125,80.475,101262.766,0.10093785,0.046612,8.236701e-05,8.9676076e-05,3.7419017e-05,0.70295304,0.10592422,-0.8744106,3
21.113745,105.926895,5.2229247,3.2050781,19.837769,24.574247,29.478994,20.469004,0.0,67.665,101011.625,0.29875273,0.042358812,0.00012035937,6.501862e-05,2.3070159e-05,0.962107,0.1170075,-1.008057,2
21.113745,105.926895,5.2229247,2.2195592,163.77802,31.630377,37.723,27.050013,0.0375,64.27375,100383.19,0.4847698,0.044605006,0.00027283892,5.7428708e-05,-3.441194e-05,0.17795748,0.12735578,-1.834501,2
