lon,lat,date,ID,SO2_column_number_density
105.85089874267578,21.021299362182617,2023-01-01,5,-1.6277782560779157E-4
105.85089874267578,21.021299362182617,2023-01-02,5,
105.85089874267578,21.021299362182617,2023-01-03,5,0.0019572209055301786
105.85089874267578,21.021299362182617,2023-01-04,5,
105.85089874267578,21.021299362182617,2023-01-05,5,
105.85089874267578,21.021299362182617,2023-01-06,5,-1.787030046060849E-4
105.85089874267578,21.021299362182617,2023-01-07,5,
105.85089874267578,21.021299362182617,2023-01-08,5,
105.85089874267578,21.021299362182617,2023-01-09,5,
105.85089874267578,21.021299362182617,2023-01-10,5,
105.85089874267578,21.021299362182617,2023-01-11,5,
105.85089874267578,21.021299362182617,2023-01-12,5,
105.85089874267578,21.021299362182617,2023-01-13,5,-7.015003939153757E-4
105.85089874267578,21.021299362182617,2023-01-14,5,2.4499359690520516E-4
105.85089874267578,21.021299362182617,2023-01-15,5,
105.85089874267578,21.021299362182617,2023-01-16,5,
105.85089874267578,21.021299362182617,2023-01-17,5,
105.85089874267578,21.021299362182617,2023-01-18,5,
105.85089874267578,21.021299362182617,2023-01-19,5,
105.85089874267578,21.021299362182617,2023-01-20,5,
105.85089874267578,21.021299362182617,2023-01-21,5,-2.2532073184348652E-4
105.85089874267578,21.021299362182617,2023-01-22,5,
105.85089874267578,21.021299362182617,2023-01-23,5,
105.85089874267578,21.021299362182617,2023-01-24,5,
105.85089874267578,21.021299362182617,2023-01-25,5,-2.3948322632331396E-4
105.85089874267578,21.021299362182617,2023-01-26,5,
105.85089874267578,21.021299362182617,2023-01-27,5,
105.85089874267578,21.021299362182617,2023-01-28,5,4.808454563537529E-4
105.85089874267578,21.021299362182617,2023-01-29,5,0.0010527922863766026
105.85089874267578,21.021299362182617,2023-01-30,5,-2.242444497328842E-4
105.85089874267578,21.021299362182617,2023-01-31,5,-5.712389495052176E-4
105.85089874267578,21.021299362182617,2023-02-01,5,8.660056218348954E-5
105.85089874267578,21.021299362182617,2023-02-02,5,
105.85089874267578,21.021299362182617,2023-02-03,5,
105.85089874267578,21.021299362182617,2023-02-04,5,
105.85089874267578,21.021299362182617,2023-02-05,5,
105.85089874267578,21.021299362182617,2023-02-06,5,
105.85089874267578,21.021299362182617,2023-02-07,5,
105.85089874267578,21.021299362182617,2023-02-08,5,
105.85089874267578,21.021299362182617,2023-02-09,5,
105.85089874267578,21.021299362182617,2023-02-10,5,
105.85089874267578,21.021299362182617,2023-02-11,5,
105.85089874267578,21.021299362182617,2023-02-12,5,2.0139938152716937E-4
105.85089874267578,21.021299362182617,2023-02-13,5,-3.463026220945262E-4
105.85089874267578,21.021299362182617,2023-02-14,5,
105.85089874267578,21.021299362182617,2023-02-15,5,
105.85089874267578,21.021299362182617,2023-02-16,5,
105.85089874267578,21.021299362182617,2023-02-17,5,
105.85089874267578,21.021299362182617,2023-02-18,5,
105.85089874267578,21.021299362182617,2023-02-19,5,
105.85089874267578,21.021299362182617,2023-02-20,5,
105.85089874267578,21.021299362182617,2023-02-21,5,
105.85089874267578,21.021299362182617,2023-02-22,5,
105.85089874267578,21.021299362182617,2023-02-23,5,
105.85089874267578,21.021299362182617,2023-02-24,5,
105.85089874267578,21.021299362182617,2023-02-25,5,-8.151611838605648E-4
105.85089874267578,21.021299362182617,2023-02-26,5,-8.975529453884812E-6
105.85089874267578,21.021299362182617,2023-02-27,5,
105.85089874267578,21.021299362182617,2023-02-28,5,
105.85089874267578,21.021299362182617,2023-03-01,5,
105.85089874267578,21.021299362182617,2023-03-02,5,
105.85089874267578,21.021299362182617,2023-03-03,5,
105.85089874267578,21.021299362182617,2023-03-04,5,
105.85089874267578,21.021299362182617,2023-03-05,5,
105.85089874267578,21.021299362182617,2023-03-06,5,
105.85089874267578,21.021299362182617,2023-03-07,5,-1.3374688023749111E-5
105.85089874267578,21.021299362182617,2023-03-08,5,
105.85089874267578,21.021299362182617,2023-03-09,5,
105.85089874267578,21.021299362182617,2023-03-10,5,
105.85089874267578,21.021299362182617,2023-03-11,5,
105.85089874267578,21.021299362182617,2023-03-12,5,
105.85089874267578,21.021299362182617,2023-03-13,5,
105.85089874267578,21.021299362182617,2023-03-14,5,9.527018846703732E-5
105.85089874267578,21.021299362182617,2023-03-15,5,
105.85089874267578,21.021299362182617,2023-03-16,5,
105.85089874267578,21.021299362182617,2023-03-17,5,
105.85089874267578,21.021299362182617,2023-03-18,5,
105.85089874267578,21.021299362182617,2023-03-19,5,
105.85089874267578,21.021299362182617,2023-03-20,5,
105.85089874267578,21.021299362182617,2023-03-21,5,
105.85089874267578,21.021299362182617,2023-03-22,5,1.8744584214480547E-4
105.85089874267578,21.021299362182617,2023-03-23,5,-4.363543994255694E-4
105.85089874267578,21.021299362182617,2023-03-24,5,2.020800275202665E-5
105.85089874267578,21.021299362182617,2023-03-25,5,
105.85089874267578,21.021299362182617,2023-03-26,5,
105.85089874267578,21.021299362182617,2023-03-27,5,
105.85089874267578,21.021299362182617,2023-03-28,5,
105.85089874267578,21.021299362182617,2023-03-29,5,
105.85089874267578,21.021299362182617,2023-03-30,5,
105.85089874267578,21.021299362182617,2023-03-31,5,
105.85089874267578,21.021299362182617,2023-04-01,5,
105.85089874267578,21.021299362182617,2023-04-02,5,
105.85089874267578,21.021299362182617,2023-04-03,5,
105.85089874267578,21.021299362182617,2023-04-04,5,-1.4953393838356723E-4
105.85089874267578,21.021299362182617,2023-04-05,5,4.5296581811236366E-4
105.85089874267578,21.021299362182617,2023-04-06,5,
105.85089874267578,21.021299362182617,2023-04-07,5,
105.85089874267578,21.021299362182617,2023-04-08,5,
105.85089874267578,21.021299362182617,2023-04-09,5,
105.85089874267578,21.021299362182617,2023-04-10,5,
105.85089874267578,21.021299362182617,2023-04-11,5,
105.85089874267578,21.021299362182617,2023-04-12,5,
105.85089874267578,21.021299362182617,2023-04-13,5,
105.85089874267578,21.021299362182617,2023-04-14,5,
105.85089874267578,21.021299362182617,2023-04-15,5,
105.85089874267578,21.021299362182617,2023-04-16,5,-1.8049844878796612E-4
105.85089874267578,21.021299362182617,2023-04-17,5,
105.85089874267578,21.021299362182617,2023-04-18,5,
105.85089874267578,21.021299362182617,2023-04-19,5,
105.85089874267578,21.021299362182617,2023-04-20,5,2.599387953521524E-4
105.85089874267578,21.021299362182617,2023-04-21,5,
105.85089874267578,21.021299362182617,2023-04-22,5,
105.85089874267578,21.021299362182617,2023-04-23,5,
105.85089874267578,21.021299362182617,2023-04-24,5,3.406105975042998E-7
105.85089874267578,21.021299362182617,2023-04-25,5,
105.85089874267578,21.021299362182617,2023-04-26,5,
105.85089874267578,21.021299362182617,2023-04-27,5,-5.332549335430884E-4
105.85089874267578,21.021299362182617,2023-04-28,5,
105.85089874267578,21.021299362182617,2023-04-29,5,9.224829846054589E-4
105.85089874267578,21.021299362182617,2023-04-30,5,
105.85089874267578,21.021299362182617,2023-05-01,5,-2.6394604356007605E-4
105.85089874267578,21.021299362182617,2023-05-02,5,
105.85089874267578,21.021299362182617,2023-05-03,5,
105.85089874267578,21.021299362182617,2023-05-04,5,2.0299256721030028E-4
105.85089874267578,21.021299362182617,2023-05-05,5,4.796068824358278E-4
