lon,lat,date,ID,cloud_fraction
105.74186706542969,21.04974937438965,2023-01-01,19,0.0
105.74186706542969,21.04974937438965,2023-01-02,19,0.9995319843284459
105.74186706542969,21.04974937438965,2023-01-03,19,0.12347985059013296
105.74186706542969,21.04974937438965,2023-01-04,19,0.9994636178008887
105.74186706542969,21.04974937438965,2023-01-05,19,1.0000000000005096
105.74186706542969,21.04974937438965,2023-01-06,19,0.0
105.74186706542969,21.04974937438965,2023-01-07,19,0.7335127592081085
105.74186706542969,21.04974937438965,2023-01-08,19,0.5890606045718378
105.74186706542969,21.04974937438965,2023-01-09,19,0.6351945600248101
105.74186706542969,21.04974937438965,2023-01-10,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-01-11,19,
105.74186706542969,21.04974937438965,2023-01-12,19,
105.74186706542969,21.04974937438965,2023-01-13,19,0.0
105.74186706542969,21.04974937438965,2023-01-14,19,0.0
105.74186706542969,21.04974937438965,2023-01-15,19,0.7898361682885701
105.74186706542969,21.04974937438965,2023-01-16,19,0.6915408372873648
105.74186706542969,21.04974937438965,2023-01-17,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-01-18,19,0.5868348479266369
105.74186706542969,21.04974937438965,2023-01-19,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-01-20,19,0.9660304517093727
105.74186706542969,21.04974937438965,2023-01-21,19,
105.74186706542969,21.04974937438965,2023-01-22,19,0.964617250004706
105.74186706542969,21.04974937438965,2023-01-23,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-01-24,19,0.24976583825923315
105.74186706542969,21.04974937438965,2023-01-25,19,
105.74186706542969,21.04974937438965,2023-01-26,19,0.7010594010347634
105.74186706542969,21.04974937438965,2023-01-27,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-01-28,19,0.0
105.74186706542969,21.04974937438965,2023-01-29,19,0.0
105.74186706542969,21.04974937438965,2023-01-30,19,0.11203497648230419
105.74186706542969,21.04974937438965,2023-01-31,19,
105.74186706542969,21.04974937438965,2023-02-01,19,
105.74186706542969,21.04974937438965,2023-02-02,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-02-03,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-02-04,19,0.9821605025583521
105.74186706542969,21.04974937438965,2023-02-05,19,0.7476371442826648
105.74186706542969,21.04974937438965,2023-02-06,19,
105.74186706542969,21.04974937438965,2023-02-07,19,
105.74186706542969,21.04974937438965,2023-02-08,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-02-09,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-02-10,19,0.9121394900417064
105.74186706542969,21.04974937438965,2023-02-11,19,0.6711258888239408
105.74186706542969,21.04974937438965,2023-02-12,19,0.0
105.74186706542969,21.04974937438965,2023-02-13,19,0.12166191662404645
105.74186706542969,21.04974937438965,2023-02-14,19,0.999999999999222
105.74186706542969,21.04974937438965,2023-02-15,19,1.0000000016929302
105.74186706542969,21.04974937438965,2023-02-16,19,0.999999999999222
