lon,lat,date,ID,cloud_fraction
105.74186706542969,21.04974937438965,2022-01-01,19,1.0000000353533178
105.74186706542969,21.04974937438965,2022-01-02,19,
105.74186706542969,21.04974937438965,2022-01-03,19,0.944887642690187
105.74186706542969,21.04974937438965,2022-01-04,19,0.7878896594041416
105.74186706542969,21.04974937438965,2022-01-05,19,0.5448076725001865
105.74186706542969,21.04974937438965,2022-01-06,19,0.5294064283366853
105.74186706542969,21.04974937438965,2022-01-07,19,1.0000000000010647
105.74186706542969,21.04974937438965,2022-01-08,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-09,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-10,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-11,19,0.8507109284394321
105.74186706542969,21.04974937438965,2022-01-12,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-13,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-14,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-15,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-16,19,
105.74186706542969,21.04974937438965,2022-01-17,19,0.9999999999993997
105.74186706542969,21.04974937438965,2022-01-18,19,0.0
105.74186706542969,21.04974937438965,2022-01-19,19,0.0
105.74186706542969,21.04974937438965,2022-01-20,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-21,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-22,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-23,19,0.7537578344339229
105.74186706542969,21.04974937438965,2022-01-24,19,0.5109728574748832
105.74186706542969,21.04974937438965,2022-01-25,19,0.9999999986457602
105.74186706542969,21.04974937438965,2022-01-26,19,0.5340014100070614
105.74186706542969,21.04974937438965,2022-01-27,19,0.5142657756801419
105.74186706542969,21.04974937438965,2022-01-28,19,0.48430725932083596
105.74186706542969,21.04974937438965,2022-01-29,19,0.9999999999997076
105.74186706542969,21.04974937438965,2022-01-30,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-01-31,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-01,19,1.0000000000003322
105.74186706542969,21.04974937438965,2022-02-02,19,1.0000000000014424
105.74186706542969,21.04974937438965,2022-02-03,19,0.49587325981392605
105.74186706542969,21.04974937438965,2022-02-04,19,0.7649687310639365
105.74186706542969,21.04974937438965,2022-02-05,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-06,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-07,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-08,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-09,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-10,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-11,19,0.9999999999994995
105.74186706542969,21.04974937438965,2022-02-12,19,0.9999999507478424
105.74186706542969,21.04974937438965,2022-02-13,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-14,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-15,19,0.9999999817327623
105.74186706542969,21.04974937438965,2022-02-16,19,0.9999999999997771
105.74186706542969,21.04974937438965,2022-02-17,19,1.0000000000003322
105.74186706542969,21.04974937438965,2022-02-18,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-19,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-20,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-21,19,0.9999221563331454
105.74186706542969,21.04974937438965,2022-02-22,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-23,19,
105.74186706542969,21.04974937438965,2022-02-24,19,0.4259091842526654
105.74186706542969,21.04974937438965,2022-02-25,19,
105.74186706542969,21.04974937438965,2022-02-26,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-02-27,19,0.9235820571483181
105.74186706542969,21.04974937438965,2022-02-28,19,0.9496833086006405
105.74186706542969,21.04974937438965,2022-03-01,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-02,19,0.8417962789528973
105.74186706542969,21.04974937438965,2022-03-03,19,0.9443561434738441
105.74186706542969,21.04974937438965,2022-03-04,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-05,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-06,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-07,19,0.19058489799484685
105.74186706542969,21.04974937438965,2022-03-08,19,0.0
105.74186706542969,21.04974937438965,2022-03-09,19,0.9063021540634734
105.74186706542969,21.04974937438965,2022-03-10,19,0.9999999999997771
105.74186706542969,21.04974937438965,2022-03-11,19,0.9999999999988445
105.74186706542969,21.04974937438965,2022-03-12,19,0.9999999999999545
105.74186706542969,21.04974937438965,2022-03-13,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-14,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-15,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-16,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-17,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-18,19,0.998248100279985
105.74186706542969,21.04974937438965,2022-03-19,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-20,19,0.5870445370669566
105.74186706542969,21.04974937438965,2022-03-21,19,0.9872356057159372
105.74186706542969,21.04974937438965,2022-03-22,19,0.7006664276117596
105.74186706542969,21.04974937438965,2022-03-23,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-24,19,0.999999999999222
105.74186706542969,21.04974937438965,2022-03-25,19,0.48194484170349877
105.74186706542969,21.04974937438965,2022-03-26,19,0.0
105.74186706542969,21.04974937438965,2022-03-27,19,0.9999999999997771
105.74186706542969,21.04974937438965,2022-03-28,19,0.6710033777722542
105.74186706542969,21.04974937438965,2022-03-29,19,1.0000000000003322
105.74186706542969,21.04974937438965,2022-03-30,19,0.9738591199449769
105.74186706542969,21.04974937438965,2022-03-31,19,0.8807627558701339
105.74186706542969,21.04974937438965,2022-04-01,19,0.9999999999982895
105.74186706542969,21.04974937438965,2022-04-02,19,0.9988279938690043
105.74186706542969,21.04974937438965,2022-04-03,19,0.0
105.74186706542969,21.04974937438965,2022-04-04,19,0.0
105.74186706542969,21.04974937438965,2022-04-05,19,0.0
105.74186706542969,21.04974937438965,2022-04-06,19,0.2011230140922889
105.74186706542969,21.04974937438965,2022-04-07,19,
105.74186706542969,21.04974937438965,2022-04-08,19,0.7163177296104171
