lon,lat,date,ID,CO_column_number_density
105.74186706542969,21.04974937438965,2024-01-01,19,
105.74186706542969,21.04974937438965,2024-01-02,19,
105.74186706542969,21.04974937438965,2024-01-03,19,0.05339012439951842
105.74186706542969,21.04974937438965,2024-01-04,19,
105.74186706542969,21.04974937438965,2024-01-05,19,0.046373404562437215
105.74186706542969,21.04974937438965,2024-01-06,19,0.05125873535867517
105.74186706542969,21.04974937438965,2024-01-07,19,
105.74186706542969,21.04974937438965,2024-01-08,19,0.04975301399823132
105.74186706542969,21.04974937438965,2024-01-09,19,
105.74186706542969,21.04974937438965,2024-01-10,19,
105.74186706542969,21.04974937438965,2024-01-11,19,
105.74186706542969,21.04974937438965,2024-01-12,19,
105.74186706542969,21.04974937438965,2024-01-13,19,
105.74186706542969,21.04974937438965,2024-01-14,19,
105.74186706542969,21.04974937438965,2024-01-15,19,
105.74186706542969,21.04974937438965,2024-01-16,19,
105.74186706542969,21.04974937438965,2024-01-17,19,
105.74186706542969,21.04974937438965,2024-01-18,19,0.045314364135230094
105.74186706542969,21.04974937438965,2024-01-19,19,
105.74186706542969,21.04974937438965,2024-01-20,19,
105.74186706542969,21.04974937438965,2024-01-21,19,
105.74186706542969,21.04974937438965,2024-01-22,19,
105.74186706542969,21.04974937438965,2024-01-23,19,
105.74186706542969,21.04974937438965,2024-01-24,19,
105.74186706542969,21.04974937438965,2024-01-25,19,
105.74186706542969,21.04974937438965,2024-01-26,19,
105.74186706542969,21.04974937438965,2024-01-27,19,
105.74186706542969,21.04974937438965,2024-01-28,19,0.05526287481184474
105.74186706542969,21.04974937438965,2024-01-29,19,
105.74186706542969,21.04974937438965,2024-01-30,19,
105.74186706542969,21.04974937438965,2024-01-31,19,
105.74186706542969,21.04974937438965,2024-02-01,19,
105.74186706542969,21.04974937438965,2024-02-02,19,0.0405949577688855
105.74186706542969,21.04974937438965,2024-02-03,19,0.04032122343775473
105.74186706542969,21.04974937438965,2024-02-04,19,0.05025874707830534
105.74186706542969,21.04974937438965,2024-02-05,19,0.041330498708200075
105.74186706542969,21.04974937438965,2024-02-06,19,0.04267046600576895
105.74186706542969,21.04974937438965,2024-02-07,19,
105.74186706542969,21.04974937438965,2024-02-08,19,
105.74186706542969,21.04974937438965,2024-02-09,19,
105.74186706542969,21.04974937438965,2024-02-10,19,0.06767352283896823
105.74186706542969,21.04974937438965,2024-02-11,19,0.06904062515595734
105.74186706542969,21.04974937438965,2024-02-12,19,0.05480196664755407
105.74186706542969,21.04974937438965,2024-02-13,19,0.05931483649420941
105.74186706542969,21.04974937438965,2024-02-14,19,
105.74186706542969,21.04974937438965,2024-02-15,19,
105.74186706542969,21.04974937438965,2024-02-16,19,
